tau,Sstar,Vstar
0.133,82.5,17.5
0.132667,82.5,17.5
0.132333,82.5,17.5
0.132,82.5,17.5
0.131667,82.5,17.5
0.131333,83,17
0.131,83,17
0.130667,83,17
0.130333,83,17
0.13,83,17
0.129667,83,17
0.129333,83,17
0.129,83,17
0.128667,83,17
0.128333,83,17
0.128,83,17
0.127667,83,17
0.127333,83,17
0.127,83,17
0.126667,83,17
0.126333,83,17
0.126,83,17
0.125667,83,17
0.125333,83,17
0.125,83,17
0.124667,83,17
0.124333,83,17
0.124,83,17
0.123667,83,17
0.123333,83,17
0.123,83,17
0.122667,83,17
0.122333,83,17
0.122,83,17
0.121667,83,17
0.121333,83,17
0.121,83,17
0.120667,83,17
0.120333,83,17
0.12,83.5,16.5
0.119667,83.5,16.5
0.119333,83.5,16.5
0.119,83.5,16.5
0.118667,83.5,16.5
0.118333,83.5,16.5
0.118,83.5,16.5
0.117667,83.5,16.5
0.117333,83.5,16.5
0.117,83.5,16.5
0.116667,83.5,16.5
0.116333,83.5,16.5
0.116,83.5,16.5
0.115667,83.5,16.5
0.115333,83.5,16.5
0.115,83.5,16.5
0.114667,83.5,16.5
0.114333,83.5,16.5
0.114,83.5,16.5
0.113667,83.5,16.5
0.113333,83.5,16.5
0.113,83.5,16.5
0.112667,83.5,16.5
0.112333,83.5,16.5
0.112,83.5,16.5
0.111667,83.5,16.5
0.111333,83.5,16.5
0.111,83.5,16.5
0.110667,83.5,16.5
0.110333,83.5,16.5
0.11,83.5,16.5
0.109667,84,16
0.109333,84,16
0.109,84,16
0.108667,84,16
0.108333,84,16
0.108,84,16
0.107667,84,16
0.107333,84,16
0.107,84,16
0.106667,84,16
0.106333,84,16
0.106,84,16
0.105667,84,16
0.105333,84,16
0.105,84,16
0.104667,84,16
0.104333,84,16
0.104,84,16
0.103667,84,16
0.103333,84,16
0.103,84,16
0.102667,84,16
0.102333,84,16
0.102,84,16
0.101667,84,16
0.101333,84,16
0.101,84,16
0.100667,84,16
0.100333,84,16
0.1,84.5,15.5
0.0996667,84.5,15.5
0.0993333,84.5,15.5
0.099,84.5,15.5
0.0986667,84.5,15.5
0.0983333,84.5,15.5
0.098,84.5,15.5
0.0976667,84.5,15.5
0.0973333,84.5,15.5
0.097,84.5,15.5
0.0966667,84.5,15.5
0.0963333,84.5,15.5
0.096,84.5,15.5
0.0956667,84.5,15.5
0.0953333,84.5,15.5
0.095,84.5,15.5
0.0946667,84.5,15.5
0.0943333,84.5,15.5
0.094,84.5,15.5
0.0936667,84.5,15.5
0.0933333,84.5,15.5
0.093,84.5,15.5
0.0926667,84.5,15.5
0.0923333,84.5,15.5
0.092,84.5,15.5
0.0916667,84.5,15.5
0.0913333,84.5,15.5
0.091,85,15
0.0906667,85,15
0.0903333,85,15
0.09,85,15
0.0896667,85,15
0.0893333,85,15
0.089,85,15
0.0886667,85,15
0.0883333,85,15
0.088,85,15
0.0876667,85,15
0.0873333,85,15
0.087,85,15
0.0866667,85,15
0.0863333,85,15
0.086,85,15
0.0856667,85,15
0.0853333,85,15
0.085,85,15
0.0846667,85,15
0.0843333,85,15
0.084,85,15
0.0836667,85,15
0.0833333,85,15
0.083,85,15
0.0826667,85.5,14.5
0.0823333,85.5,14.5
0.082,85.5,14.5
0.0816667,85.5,14.5
0.0813333,85.5,14.5
0.081,85.5,14.5
0.0806667,85.5,14.5
0.0803333,85.5,14.5
0.08,85.5,14.5
0.0796667,85.5,14.5
0.0793333,85.5,14.5
0.079,85.5,14.5
0.0786667,85.5,14.5
0.0783333,85.5,14.5
0.078,85.5,14.5
0.0776667,85.5,14.5
0.0773333,85.5,14.5
0.077,85.5,14.5
0.0766667,85.5,14.5
0.0763333,85.5,14.5
0.076,85.5,14.5
0.0756667,85.5,14.5
0.0753333,85.5,14.5
0.075,86,14
0.0746667,86,14
0.0743333,86,14
0.074,86,14
0.0736667,86,14
0.0733333,86,14
0.073,86,14
0.0726667,86,14
0.0723333,86,14
0.072,86,14
0.0716667,86,14
0.0713333,86,14
0.071,86,14
0.0706667,86,14
0.0703333,86,14
0.07,86,14
0.0696667,86,14
0.0693333,86,14
0.069,86,14
0.0686667,86,14
0.0683333,86,14
0.068,86,14
0.0676667,86.5,13.5
0.0673333,86.5,13.5
0.067,86.5,13.5
0.0666667,86.5,13.5
0.0663333,86.5,13.5
0.066,86.5,13.5
0.0656667,86.5,13.5
0.0653333,86.5,13.5
0.065,86.5,13.5
0.0646667,86.5,13.5
0.0643333,86.5,13.5
0.064,86.5,13.5
0.0636667,86.5,13.5
0.0633333,86.5,13.5
0.063,86.5,13.5
0.0626667,86.5,13.5
0.0623333,86.5,13.5
0.062,86.5,13.5
0.0616667,86.5,13.5
0.0613333,86.5,13.5
0.061,87,13
0.0606667,87,13
0.0603333,87,13
0.06,87,13
0.0596667,87,13
0.0593333,87,13
0.059,87,13
0.0586667,87,13
0.0583333,87,13
0.058,87,13
0.0576667,87,13
0.0573333,87,13
0.057,87,13
0.0566667,87,13
0.0563333,87,13
0.056,87,13
0.0556667,87,13
0.0553333,87,13
0.055,87,13
0.0546667,87.5,12.5
0.0543333,87.5,12.5
0.054,87.5,12.5
0.0536667,87.5,12.5
0.0533333,87.5,12.5
0.053,87.5,12.5
0.0526667,87.5,12.5
0.0523333,87.5,12.5
0.052,87.5,12.5
0.0516667,87.5,12.5
0.0513333,87.5,12.5
0.051,87.5,12.5
0.0506667,87.5,12.5
0.0503333,87.5,12.5
0.05,87.5,12.5
0.0496667,87.5,12.5
0.0493333,87.5,12.5
0.049,88,12
0.0486667,88,12
0.0483333,88,12
0.048,88,12
0.0476667,88,12
0.0473333,88,12
0.047,88,12
0.0466667,88,12
0.0463333,88,12
0.046,88,12
0.0456667,88,12
0.0453333,88,12
0.045,88,12
0.0446667,88,12
0.0443333,88,12
0.044,88,12
0.0436667,88.5,11.5
0.0433333,88.5,11.5
0.043,88.5,11.5
0.0426667,88.5,11.5
0.0423333,88.5,11.5
0.042,88.5,11.5
0.0416667,88.5,11.5
0.0413333,88.5,11.5
0.041,88.5,11.5
0.0406667,88.5,11.5
0.0403333,88.5,11.5
0.04,88.5,11.5
0.0396667,88.5,11.5
0.0393333,88.5,11.5
0.039,88.5,11.5
0.0386667,89,11
0.0383333,89,11
0.038,89,11
0.0376667,89,11
0.0373333,89,11
0.037,89,11
0.0366667,89,11
0.0363333,89,11
0.036,89,11
0.0356667,89,11
0.0353333,89,11
0.035,89,11
0.0346667,89,11
0.0343333,89.5,10.5
0.034,89.5,10.5
0.0336667,89.5,10.5
0.0333333,89.5,10.5
0.033,89.5,10.5
0.0326667,89.5,10.5
0.0323333,89.5,10.5
0.032,89.5,10.5
0.0316667,89.5,10.5
0.0313333,89.5,10.5
0.031,89.5,10.5
0.0306667,89.5,10.5
0.0303333,90,10
0.03,90,10
0.0296667,90,10
0.0293333,90,10
0.029,90,10
0.0286667,90,10
0.0283333,90,10
0.028,90,10
0.0276667,90,10
0.0273333,90,10
0.027,90,10
0.0266667,90,10
0.0263333,90.5,9.5
0.026,90.5,9.5
0.0256667,90.5,9.5
0.0253333,90.5,9.5
0.025,90.5,9.5
0.0246667,90.5,9.5
0.0243333,90.5,9.5
0.024,90.5,9.5
0.0236667,90.5,9.5
0.0233333,90.5,9.5
0.023,91,9
0.0226667,91,9
0.0223333,91,9
0.022,91,9
0.0216667,91,9
0.0213333,91,9
0.021,91,9
0.0206667,91,9
0.0203333,91,9
0.02,91.5,8.5
0.0196667,91.5,8.5
0.0193333,91.5,8.5
0.019,91.5,8.5
0.0186667,91.5,8.5
0.0183333,91.5,8.5
0.018,91.5,8.5
0.0176667,91.5,8.5
0.0173333,91.5,8.5
0.017,92,8
0.0166667,92,8
0.0163333,92,8
0.016,92,8
0.0156667,92,8
0.0153333,92,8
0.015,92,8
0.0146667,92.5,7.5
0.0143333,92.5,7.5
0.014,92.5,7.5
0.0136667,92.5,7.5
0.0133333,92.5,7.5
0.013,92.5,7.5
0.0126667,92.5,7.5
0.0123333,93,7
0.012,93,7
0.0116667,93,7
0.0113333,93,7
0.011,93,7
0.0106667,93,7
0.0103333,93.5,6.5
0.01,93.5,6.5
0.00966667,93.5,6.5
0.00933333,93.5,6.5
0.009,93.5,6.5
0.00866667,93.5,6.5
0.00833333,94,6
0.008,94,6
0.00766667,94,6
0.00733333,94,6
0.007,94,6
0.00666667,94.5,5.5
0.00633333,94.5,5.5
0.006,94.5,5.5
0.00566667,94.5,5.5
0.00533333,95,5
0.005,95,5
0.00466667,95,5
0.00433333,95.5,4.5
0.004,95.5,4.5
0.00366667,95.5,4.5
0.00333333,96,4
0.003,96,4
0.00266667,96,4
0.00233333,96.5,3.5
0.002,96.5,3.5
0.00166667,97,3
0.00133333,97,3
0.001,97.5,2.5
0.000666667,98,2
0.000333333,98.5,1.5
3.33934e-17,0,100
