S,tau,V
115.5,0.765,20.6656
116.25,0.765,21.3215
117,0.765,21.983
117.75,0.765,22.6498
118.5,0.765,23.3217
119.25,0.765,23.9983
120,0.765,24.6795
120.75,0.765,25.3649
121.5,0.765,26.0545
122.25,0.765,26.7479
123,0.765,27.4449
123.75,0.765,28.1453
124.5,0.765,28.849
125.25,0.765,29.5557
126,0.765,30.2652
126.75,0.765,30.9775
127.5,0.765,31.6923
128.25,0.765,32.4094
129,0.765,33.1288
129.75,0.765,33.8502
130.5,0.765,34.5736
131.25,0.765,35.2988
132,0.765,36.0256
132.75,0.765,36.7541
133.5,0.765,37.484
134.25,0.765,38.2153
135,0.765,38.9479
135.75,0.765,39.6816
136.5,0.765,40.4164
137.25,0.765,41.1523
138,0.765,41.889
138.75,0.765,42.6266
139.5,0.765,43.365
140.25,0.765,44.1041
141,0.765,44.8438
141.75,0.765,45.5842
142.5,0.765,46.325
143.25,0.765,47.0664
144,0.765,47.8082
144.75,0.765,48.5503
145.5,0.765,49.2929
146.25,0.765,50.0357
147,0.765,50.7787
147.75,0.765,51.522
148.5,0.765,52.2655
149.25,0.765,53.0091
150,0.765,53.7528
0,0.76,0
0.75,0.76,7.34124e-57
1.5,0.76,1.5143e-53
2.25,0.76,1.0618e-50
3,0.76,3.72899e-48
3.75,0.76,7.8156e-46
4.5,0.76,1.08259e-43
5.25,0.76,1.06009e-41
6,0.76,7.69912e-40
6.75,0.76,4.29963e-38
7.5,0.76,1.89918e-36
8.25,0.76,6.78761e-35
9,0.76,2.00004e-33
9.75,0.76,4.93628e-32
10.5,0.76,1.03439e-30
11.25,0.76,1.8621e-29
12,0.76,2.90976e-28
12.75,0.76,3.98331e-27
13.5,0.76,4.81678e-26
14.25,0.76,5.18372e-25
15,0.76,4.99873e-24
15.75,0.76,4.34635e-23
16.5,0.76,3.4272e-22
17.25,0.76,2.46387e-21
18,0.76,1.62299e-20
18.75,0.76,9.84102e-20
19.5,0.76,5.51657e-19
20.25,0.76,2.87055e-18
21,0.76,1.39181e-17
21.75,0.76,6.31056e-17
22.5,0.76,2.68471e-16
23.25,0.76,1.0751e-15
24,0.76,4.06467e-15
24.75,0.76,1.45498e-14
25.5,0.76,4.94436e-14
26.25,0.76,1.59912e-13
27,0.76,4.93408e-13
27.75,0.76,1.4557e-12
28.5,0.76,4.11533e-12
29.25,0.76,1.11708e-11
30,0.76,2.91702e-11
30.75,0.76,7.34105e-11
31.5,0.76,1.78355e-10
32.25,0.76,4.1901e-10
33,0.76,9.53328e-10
33.75,0.76,2.10363e-09
34.5,0.76,4.50821e-09
35.25,0.76,9.39533e-09
36,0.76,1.90647e-08
36.75,0.76,3.77107e-08
37.5,0.76,7.27947e-08
38.25,0.76,1.37275e-07
39,0.76,2.53146e-07
39.75,0.76,4.56933e-07
40.5,0.76,8.08022e-07
41.25,0.76,1.40106e-06
42,0.76,2.38397e-06
42.75,0.76,3.98374e-06
43.5,0.76,6.54255e-06
44.25,0.76,1.05674e-05
45,0.76,1.67976e-05
45.75,0.76,2.62936e-05
46.5,0.76,4.05548e-05
47.25,0.76,6.16694e-05
48,0.76,9.2506e-05
48.75,0.76,0.000136952
49.5,0.76,0.000200207
50.25,0.76,0.000289139
51,0.76,0.000412714
51.75,0.76,0.000582494
52.5,0.76,0.000813229
53.25,0.76,0.00112353
54,0.76,0.00153663
54.75,0.76,0.00208125
55.5,0.76,0.00279252
56.25,0.76,0.00371306
57,0.76,0.00489403
57.75,0.76,0.00639635
58.5,0.76,0.00829191
59.25,0.76,0.0106648
60,0.76,0.0136128
60.75,0.76,0.0172483
61.5,0.76,0.0216998
62.25,0.76,0.0271131
63,0.76,0.0336525
63.75,0.76,0.0415014
64.5,0.76,0.0508637
65.25,0.76,0.061964
66,0.76,0.0750486
66.75,0.76,0.0903856
67.5,0.76,0.108265
68.25,0.76,0.128998
69,0.76,0.152917
69.75,0.76,0.180376
70.5,0.76,0.211749
71.25,0.76,0.247426
72,0.76,0.287817
72.75,0.76,0.333344
73.5,0.76,0.384446
74.25,0.76,0.441571
75,0.76,0.505175
75.75,0.76,0.575723
76.5,0.76,0.653683
77.25,0.76,0.739523
78,0.76,0.83371
78.75,0.76,0.936707
79.5,0.76,1.04897
80.25,0.76,1.17094
81,0.76,1.30306
81.75,0.76,1.44574
82.5,0.76,1.59938
83.25,0.76,1.76436
84,0.76,1.94104
84.75,0.76,2.12975
85.5,0.76,2.33081
86.25,0.76,2.54448
87,0.76,2.77103
87.75,0.76,3.01067
88.5,0.76,3.2636
89.25,0.76,3.52998
90,0.76,3.80993
90.75,0.76,4.10356
91.5,0.76,4.41093
92.25,0.76,4.73207
93,0.76,5.06699
93.75,0.76,5.41567
94.5,0.76,5.77805
95.25,0.76,6.15404
96,0.76,6.54354
96.75,0.76,6.94642
97.5,0.76,7.36251
98.25,0.76,7.79164
99,0.76,8.23359
99.75,0.76,8.68816
100.5,0.76,9.15509
101.25,0.76,9.63414
102,0.76,10.125
102.75,0.76,10.6275
103.5,0.76,11.1412
104.25,0.76,11.6659
105,0.76,12.2012
105.75,0.76,12.7469
106.5,0.76,13.3025
107.25,0.76,13.8679
108,0.76,14.4425
108.75,0.76,15.0263
109.5,0.76,15.6187
110.25,0.76,16.2194
111,0.76,16.8282
111.75,0.76,17.4447
112.5,0.76,18.0686
113.25,0.76,18.6995
114,0.76,19.3372
114.75,0.76,19.9814
115.5,0.76,20.6317
116.25,0.76,21.2879
117,0.76,21.9497
117.75,0.76,22.6168
118.5,0.76,23.2889
119.25,0.76,23.9658
120,0.76,24.6473
120.75,0.76,25.3331
121.5,0.76,26.0229
122.25,0.76,26.7166
123,0.76,27.4139
123.75,0.76,28.1146
124.5,0.76,28.8185
125.25,0.76,29.5255
126,0.76,30.2353
126.75,0.76,30.9479
127.5,0.76,31.6629
128.25,0.76,32.3803
129,0.76,33.0999
129.75,0.76,33.8216
130.5,0.76,34.5452
131.25,0.76,35.2706
132,0.76,35.9977
132.75,0.76,36.7264
133.5,0.76,37.4566
134.25,0.76,38.1881
135,0.76,38.9208
135.75,0.76,39.6548
136.5,0.76,40.3898
137.25,0.76,41.1258
138,0.76,41.8627
138.75,0.76,42.6005
139.5,0.76,43.339
140.25,0.76,44.0783
141,0.76,44.8182
141.75,0.76,45.5587
142.5,0.76,46.2997
143.25,0.76,47.0412
144,0.76,47.7831
144.75,0.76,48.5254
145.5,0.76,49.268
146.25,0.76,50.011
147,0.76,50.7542
147.75,0.76,51.4976
148.5,0.76,52.2412
149.25,0.76,52.9849
150,0.76,53.7287
0,0.755,0
0.75,0.755,4.60747e-57
1.5,0.755,9.58964e-54
2.25,0.755,6.78502e-51
3,0.755,2.40457e-48
3.75,0.755,5.08582e-46
4.5,0.755,7.10932e-44
5.25,0.755,7.02552e-42
6,0.755,5.14938e-40
6.75,0.755,2.90218e-38
7.5,0.755,1.29371e-36
8.25,0.755,4.66617e-35
9,0.755,1.38754e-33
9.75,0.755,3.45584e-32
10.5,0.755,7.30744e-31
11.25,0.755,1.32736e-29
12,0.755,2.09276e-28
12.75,0.755,2.89035e-27
13.5,0.755,3.5259e-26
14.25,0.755,3.82754e-25
15,0.755,3.72269e-24
15.75,0.755,3.26431e-23
16.5,0.755,2.59549e-22
17.25,0.755,1.8813e-21
18,0.755,1.24926e-20
18.75,0.755,7.635e-20
19.5,0.755,4.31325e-19
20.25,0.755,2.26151e-18
21,0.755,1.10469e-17
21.75,0.755,5.04525e-17
22.5,0.755,2.16169e-16
23.25,0.755,8.71666e-16
24,0.755,3.31785e-15
24.75,0.755,1.19549e-14
25.5,0.755,4.0886e-14
26.25,0.755,1.3306e-13
27,0.755,4.13048e-13
27.75,0.755,1.2258e-12
28.5,0.755,3.48521e-12
29.25,0.755,9.51291e-12
30,0.755,2.49749e-11
30.75,0.755,6.31809e-11
31.5,0.755,1.54279e-10
32.25,0.755,3.64227e-10
33,0.755,8.32624e-10
33.75,0.755,1.84574e-09
34.5,0.755,3.97317e-09
35.25,0.755,8.31602e-09
36,0.755,1.69451e-08
36.75,0.755,3.36536e-08
37.5,0.755,6.52171e-08
38.25,0.755,1.23451e-07
39,0.755,2.28487e-07
39.75,0.755,4.13883e-07
40.5,0.755,7.34404e-07
41.25,0.755,1.27763e-06
42,0.755,2.18091e-06
42.75,0.755,3.65573e-06
43.5,0.755,6.02186e-06
44.25,0.755,9.75463e-06
45,0.755,1.5549e-05
45.75,0.755,2.44053e-05
46.5,0.755,3.7741e-05
47.25,0.755,5.75362e-05
48,0.755,8.65178e-05
48.75,0.755,0.00012839
49.5,0.755,0.000188121
50.25,0.755,0.000272288
51,0.755,0.000389493
51.75,0.755,0.000550861
52.5,0.755,0.000770607
53.25,0.755,0.00106671
54,0.755,0.00146165
54.75,0.755,0.00198328
55.5,0.755,0.00266574
56.25,0.755,0.00355048
57,0.755,0.0046874
57.75,0.755,0.00613598
58.5,0.755,0.00796654
59.25,0.755,0.0102615
60,0.755,0.0131167
60.75,0.755,0.0166426
61.5,0.755,0.0209658
62.25,0.755,0.0262298
63,0.755,0.0325966
63.75,0.755,0.0402476
64.5,0.755,0.0493843
65.25,0.755,0.0602294
66,0.755,0.0730268
66.75,0.755,0.0880427
67.5,0.755,0.105565
68.25,0.755,0.125903
69,0.755,0.14939
69.75,0.755,0.176376
70.5,0.755,0.207235
71.25,0.755,0.242356
72,0.755,0.282149
72.75,0.755,0.327038
73.5,0.755,0.377459
74.25,0.755,0.433863
75,0.755,0.496708
75.75,0.755,0.566459
76.5,0.755,0.643586
77.25,0.755,0.728561
78,0.755,0.821852
78.75,0.755,0.923925
79.5,0.755,1.03524
80.25,0.755,1.15624
81,0.755,1.28738
81.75,0.755,1.42906
82.5,0.755,1.58169
83.25,0.755,1.74566
84,0.755,1.92133
84.75,0.755,2.10903
85.5,0.755,2.30908
86.25,0.755,2.52177
87,0.755,2.74734
87.75,0.755,2.98603
88.5,0.755,3.23803
89.25,0.755,3.5035
90,0.755,3.78258
90.75,0.755,4.07536
91.5,0.755,4.38192
92.25,0.755,4.7023
93,0.755,5.03649
93.75,0.755,5.38448
94.5,0.755,5.74621
95.25,0.755,6.12161
96,0.755,6.51056
96.75,0.755,6.91293
97.5,0.755,7.32855
98.25,0.755,7.75726
99,0.755,8.19885
99.75,0.755,8.65309
100.5,0.755,9.11974
101.25,0.755,9.59856
102,0.755,10.0893
102.75,0.755,10.5916
103.5,0.755,11.1052
104.25,0.755,11.6298
105,0.755,12.165
105.75,0.755,12.7107
106.5,0.755,13.2664
107.25,0.755,13.8318
108,0.755,14.4066
108.75,0.755,14.9904
109.5,0.755,15.5829
110.25,0.755,16.1839
111,0.755,16.7928
111.75,0.755,17.4095
112.5,0.755,18.0336
113.25,0.755,18.6648
114,0.755,19.3027
114.75,0.755,19.9472
115.5,0.755,20.5978
116.25,0.755,21.2542
117,0.755,21.9163
117.75,0.755,22.5837
118.5,0.755,23.2561
119.25,0.755,23.9333
120,0.755,24.6151
120.75,0.755,25.3012
121.5,0.755,25.9913
122.25,0.755,26.6852
123,0.755,27.3828
123.75,0.755,28.0839
124.5,0.755,28.7881
125.25,0.755,29.4953
126,0.755,30.2055
126.75,0.755,30.9183
127.5,0.755,31.6336
128.25,0.755,32.3512
129,0.755,33.0711
129.75,0.755,33.793
130.5,0.755,34.5169
131.25,0.755,35.2425
132,0.755,35.9699
132.75,0.755,36.6988
133.5,0.755,37.4291
134.25,0.755,38.1608
135,0.755,38.8938
135.75,0.755,39.6279
136.5,0.755,40.3631
137.25,0.755,41.0993
138,0.755,41.8364
138.75,0.755,42.5743
139.5,0.755,43.313
140.25,0.755,44.0524
141,0.755,44.7925
141.75,0.755,45.5331
142.5,0.755,46.2743
143.25,0.755,47.0159
144,0.755,47.758
144.75,0.755,48.5005
145.5,0.755,49.2432
146.25,0.755,49.9863
147,0.755,50.7296
147.75,0.755,51.4731
148.5,0.755,52.2168
149.25,0.755,52.9607
150,0.755,53.7046
0,0.75,0
0.75,0.75,2.87954e-57
1.5,0.75,6.04762e-54
2.25,0.75,4.31794e-51
3,0.75,1.54427e-48
3.75,0.75,3.29626e-46
4.5,0.75,4.65025e-44
5.25,0.75,4.63793e-42
6,0.75,3.43086e-40
6.75,0.75,1.95154e-38
7.5,0.75,8.77996e-37
8.25,0.75,3.19605e-35
9,0.75,9.59144e-34
9.75,0.75,2.41082e-32
10.5,0.75,5.14435e-31
11.25,0.75,9.42942e-30
12,0.75,1.50009e-28
12.75,0.75,2.09035e-27
13.5,0.75,2.57259e-26
14.25,0.75,2.81716e-25
15,0.75,2.76373e-24
15.75,0.75,2.44414e-23
16.5,0.75,1.95974e-22
17.25,0.75,1.43225e-21
18,0.75,9.58825e-21
18.75,0.75,5.90688e-20
19.5,0.75,3.36317e-19
20.25,0.75,1.77692e-18
21,0.75,8.74508e-18
21.75,0.75,4.02337e-17
22.5,0.75,1.73624e-16
23.25,0.75,7.05017e-16
24,0.75,2.70187e-15
24.75,0.75,9.80018e-15
25.5,0.75,3.37342e-14
26.25,0.75,1.10477e-13
27,0.75,3.45048e-13
27.75,0.75,1.03009e-12
28.5,0.75,2.94572e-12
29.25,0.75,8.08551e-12
30,0.75,2.1343e-11
30.75,0.75,5.42783e-11
31.5,0.75,1.33219e-10
32.25,0.75,3.16068e-10
33,0.75,7.26006e-10
33.75,0.75,1.61689e-09
34.5,0.75,3.49623e-09
35.25,0.75,7.34972e-09
36,0.75,1.50394e-08
36.75,0.75,2.9991e-08
37.5,0.75,5.83495e-08
38.25,0.75,1.10874e-07
39,0.75,2.0597e-07
39.75,0.75,3.74434e-07
40.5,0.75,6.66708e-07
41.25,0.75,1.16375e-06
42,0.75,1.99297e-06
42.75,0.75,3.35119e-06
43.5,0.75,5.53696e-06
44.25,0.75,8.99549e-06
45,0.75,1.43797e-05
45.75,0.75,2.26319e-05
46.5,0.75,3.50915e-05
47.25,0.75,5.36344e-05
48,0.75,8.08509e-05
48.75,0.75,0.000120269
49.5,0.75,0.000176631
50.25,0.75,0.000256231
51,0.75,0.00036732
51.75,0.75,0.000520593
52.5,0.75,0.000729743
53.25,0.75,0.00101213
54,0.75,0.00138949
54.75,0.75,0.00188883
55.5,0.75,0.00254329
56.25,0.75,0.0033932
57,0.75,0.00448718
57.75,0.75,0.0058833
58.5,0.75,0.00765031
59.25,0.75,0.00986893
60,0.75,0.0126331
60.75,0.75,0.0160515
61.5,0.75,0.0202484
62.25,0.75,0.0253654
63,0.75,0.0315622
63.75,0.75,0.0390179
64.5,0.75,0.0479318
65.25,0.75,0.0585243
66,0.75,0.0710374
66.75,0.75,0.085735
67.5,0.75,0.102903
68.25,0.75,0.12285
69,0.75,0.145906
69.75,0.75,0.172422
70.5,0.75,0.202768
71.25,0.75,0.237336
72,0.75,0.276534
72.75,0.75,0.320784
73.5,0.75,0.370527
74.25,0.75,0.426211
75,0.75,0.488296
75.75,0.75,0.55725
76.5,0.75,0.633544
77.25,0.75,0.717651
78,0.75,0.810044
78.75,0.75,0.911191
79.5,0.75,1.02156
80.25,0.75,1.14159
81,0.75,1.27173
81.75,0.75,1.41241
82.5,0.75,1.56403
83.25,0.75,1.72698
84,0.75,1.90163
84.75,0.75,2.08832
85.5,0.75,2.28736
86.25,0.75,2.49905
87,0.75,2.72365
87.75,0.75,2.96137
88.5,0.75,3.21243
89.25,0.75,3.47699
90,0.75,3.75519
90.75,0.75,4.04713
91.5,0.75,4.35288
92.25,0.75,4.67248
93,0.75,5.00594
93.75,0.75,5.35324
94.5,0.75,5.71432
95.25,0.75,6.08911
96,0.75,6.4775
96.75,0.75,6.87936
97.5,0.75,7.29452
98.25,0.75,7.72282
99,0.75,8.16403
99.75,0.75,8.61794
100.5,0.75,9.08432
101.25,0.75,9.56289
102,0.75,10.0534
102.75,0.75,10.5555
103.5,0.75,11.069
104.25,0.75,11.5936
105,0.75,12.1288
105.75,0.75,12.6745
106.5,0.75,13.2302
107.25,0.75,13.7957
108,0.75,14.3705
108.75,0.75,14.9545
109.5,0.75,15.5472
110.25,0.75,16.1482
111,0.75,16.7574
111.75,0.75,17.3743
112.5,0.75,17.9986
113.25,0.75,18.63
114,0.75,19.2682
114.75,0.75,19.9129
115.5,0.75,20.5638
116.25,0.75,21.2205
117,0.75,21.8829
117.75,0.75,22.5506
118.5,0.75,23.2233
119.25,0.75,23.9008
120,0.75,24.5829
120.75,0.75,25.2692
121.5,0.75,25.9597
122.25,0.75,26.6539
123,0.75,27.3518
123.75,0.75,28.0531
124.5,0.75,28.7576
125.25,0.75,29.4652
126,0.75,30.1756
126.75,0.75,30.8886
127.5,0.75,31.6042
128.25,0.75,32.3221
129,0.75,33.0422
129.75,0.75,33.7644
130.5,0.75,34.4885
131.25,0.75,35.2144
132,0.75,35.942
132.75,0.75,36.6711
133.5,0.75,37.4017
134.25,0.75,38.1336
135,0.75,38.8667
135.75,0.75,39.601
136.5,0.75,40.3364
137.25,0.75,41.0728
138,0.75,41.8101
138.75,0.75,42.5482
139.5,0.75,43.2871
140.25,0.75,44.0266
141,0.75,44.7668
141.75,0.75,45.5076
142.5,0.75,46.2489
143.25,0.75,46.9907
144,0.75,47.7329
144.75,0.75,48.4755
145.5,0.75,49.2184
146.25,0.75,49.9616
147,0.75,50.7051
147.75,0.75,51.4487
148.5,0.75,52.1925
149.25,0.75,52.9365
150,0.75,53.6806
0,0.745,0
0.75,0.745,1.79194e-57
1.5,0.745,3.79779e-54
2.25,0.745,2.73646e-51
3,0.745,9.87689e-49
3.75,0.745,2.12774e-46
4.5,0.745,3.0296e-44
5.25,0.745,3.04968e-42
6,0.745,2.27698e-40
6.75,0.745,1.30727e-38
7.5,0.745,5.93617e-37
8.25,0.745,2.18096e-35
9,0.745,6.60589e-34
9.75,0.745,1.67575e-32
10.5,0.745,3.60874e-31
11.25,0.745,6.67523e-30
12,0.745,1.07159e-28
12.75,0.745,1.50669e-27
13.5,0.745,1.87084e-26
14.25,0.745,2.06679e-25
15,0.745,2.04528e-24
15.75,0.745,1.82435e-23
16.5,0.745,1.4752e-22
17.25,0.745,1.08714e-21
18,0.745,7.33767e-21
18.75,0.745,4.55686e-20
19.5,0.745,2.61505e-19
20.25,0.745,1.39237e-18
21,0.745,6.90452e-18
21.75,0.745,3.20015e-17
22.5,0.745,1.391e-16
23.25,0.745,5.68827e-16
24,0.745,2.19498e-15
24.75,0.745,8.01513e-15
25.5,0.745,2.77703e-14
26.25,0.745,9.1525e-14
27,0.745,2.87626e-13
27.75,0.745,8.63835e-13
28.5,0.745,2.48472e-12
29.25,0.745,6.85882e-12
30,0.745,1.82047e-11
30.75,0.745,4.65442e-11
31.5,0.745,1.14828e-10
32.25,0.745,2.73802e-10
33,0.745,6.3198e-10
33.75,0.745,1.41411e-09
34.5,0.745,3.07172e-09
35.25,0.745,6.48583e-09
36,0.745,1.33284e-08
36.75,0.745,2.66891e-08
37.5,0.745,5.21334e-08
38.25,0.745,9.94463e-08
39,0.745,1.85434e-07
39.75,0.745,3.38325e-07
40.5,0.745,6.04528e-07
41.25,0.745,1.0588e-06
42,0.745,1.8192e-06
42.75,0.745,3.0687e-06
43.5,0.745,5.08581e-06
44.25,0.745,8.28711e-06
45,0.745,1.32854e-05
45.75,0.745,2.09677e-05
46.5,0.745,3.25986e-05
47.25,0.745,4.99539e-05
48,0.745,7.54922e-05
48.75,0.745,0.000112571
49.5,0.745,0.000165714
50.25,0.745,0.000240941
51,0.745,0.000346161
51.75,0.745,0.000491648
52.5,0.745,0.000690587
53.25,0.745,0.000959722
54,0.745,0.00132008
54.75,0.745,0.00179781
55.5,0.745,0.00242508
56.25,0.745,0.00324112
57,0.745,0.00429327
57.75,0.745,0.00563819
58.5,0.745,0.00734309
59.25,0.745,0.00948697
60,0.745,0.012162
60.75,0.745,0.0154748
61.5,0.745,0.0195476
62.25,0.745,0.0245199
63,0.745,0.0305491
63.75,0.745,0.0378121
64.5,0.745,0.0465059
65.25,0.745,0.0568487
66,0.745,0.0690803
66.75,0.745,0.0834625
67.5,0.745,0.10028
68.25,0.745,0.119838
69,0.745,0.142466
69.75,0.745,0.168513
70.5,0.745,0.19835
71.25,0.745,0.232367
72,0.745,0.27097
72.75,0.745,0.314585
73.5,0.745,0.363649
74.25,0.745,0.418613
75,0.745,0.47994
75.75,0.745,0.548096
76.5,0.745,0.623555
77.25,0.745,0.706794
78,0.745,0.798287
78.75,0.745,0.898506
79.5,0.745,1.00792
80.25,0.745,1.12697
81,0.745,1.25612
81.75,0.745,1.3958
82.5,0.745,1.5464
83.25,0.745,1.70833
84,0.745,1.88195
84.75,0.745,2.06762
85.5,0.745,2.26565
86.25,0.745,2.47634
87,0.745,2.69995
87.75,0.745,2.93671
88.5,0.745,3.18682
89.25,0.745,3.45047
90,0.745,3.72778
90.75,0.745,4.01886
91.5,0.745,4.32379
92.25,0.745,4.64261
93,0.745,4.97534
93.75,0.745,5.32194
94.5,0.745,5.68237
95.25,0.745,6.05655
96,0.745,6.44438
96.75,0.745,6.84572
97.5,0.745,7.26042
98.25,0.745,7.68829
99,0.745,8.12913
99.75,0.745,8.58272
100.5,0.745,9.04881
101.25,0.745,9.52715
102,0.745,10.0175
102.75,0.745,10.5195
103.5,0.745,11.0328
104.25,0.745,11.5573
105,0.745,12.0925
105.75,0.745,12.6382
106.5,0.745,13.1939
107.25,0.745,13.7595
108,0.745,14.3344
108.75,0.745,14.9185
109.5,0.745,15.5113
110.25,0.745,16.1126
111,0.745,16.7219
111.75,0.745,17.339
112.5,0.745,17.9636
113.25,0.745,18.5952
114,0.745,19.2337
114.75,0.745,19.8786
115.5,0.745,20.5298
116.25,0.745,21.1868
117,0.745,21.8495
117.75,0.745,22.5174
118.5,0.745,23.1905
119.25,0.745,23.8683
120,0.745,24.5506
120.75,0.745,25.2373
121.5,0.745,25.928
122.25,0.745,26.6226
123,0.745,27.3208
123.75,0.745,28.0224
124.5,0.745,28.7272
125.25,0.745,29.435
126,0.745,30.1457
126.75,0.745,30.859
127.5,0.745,31.5749
128.25,0.745,32.293
129,0.745,33.0134
129.75,0.745,33.7358
130.5,0.745,34.4602
131.25,0.745,35.1863
132,0.745,35.9141
132.75,0.745,36.6434
133.5,0.745,37.3742
134.25,0.745,38.1063
135,0.745,38.8397
135.75,0.745,39.5742
136.5,0.745,40.3098
137.25,0.745,41.0463
138,0.745,41.7838
138.75,0.745,42.5221
139.5,0.745,43.2611
140.25,0.745,44.0008
141,0.745,44.7412
141.75,0.745,45.4821
142.5,0.745,46.2236
143.25,0.745,46.9655
144,0.745,47.7079
144.75,0.745,48.4506
145.5,0.745,49.1936
146.25,0.745,49.9369
147,0.745,50.6805
147.75,0.745,51.4243
148.5,0.745,52.1682
149.25,0.745,52.9123
150,0.745,53.6565
0,0.74,0
0.75,0.74,1.11029e-57
1.5,0.74,2.37472e-54
2.25,0.74,1.72688e-51
3,0.74,6.29074e-49
3.75,0.74,1.3678e-46
4.5,0.74,1.96574e-44
5.25,0.74,1.99729e-42
6,0.74,1.50522e-40
6.75,0.74,8.72283e-39
7.5,0.74,3.99809e-37
8.25,0.74,1.48266e-35
9,0.74,4.53276e-34
9.75,0.74,1.16055e-32
10.5,0.74,2.52241e-31
11.25,0.74,4.70878e-30
12,0.74,7.62825e-29
12.75,0.74,1.0823e-27
13.5,0.74,1.35595e-26
14.25,0.74,1.5113e-25
15,0.74,1.50872e-24
15.75,0.74,1.35742e-23
16.5,0.74,1.10702e-22
17.25,0.74,8.22683e-22
18,0.74,5.59869e-21
18.75,0.74,3.5052e-20
19.5,0.74,2.02759e-19
20.25,0.74,1.08802e-18
21,0.74,5.43661e-18
21.75,0.74,2.53867e-17
22.5,0.74,1.11155e-16
23.25,0.74,4.57796e-16
24,0.74,1.77884e-15
24.75,0.74,6.53967e-15
25.5,0.74,2.2808e-14
26.25,0.74,7.5654e-14
27,0.74,2.39237e-13
27.75,0.74,7.22877e-13
28.5,0.74,2.09155e-12
29.25,0.74,5.80664e-12
30,0.74,1.54977e-11
30.75,0.74,3.98373e-11
31.5,0.74,9.8796e-11
32.25,0.74,2.3677e-10
33,0.74,5.49192e-10
33.75,0.74,1.23472e-09
34.5,0.74,2.69443e-09
35.25,0.74,5.71463e-09
36,0.74,1.17944e-08
36.75,0.74,2.37163e-08
37.5,0.74,4.65143e-08
38.25,0.74,8.90758e-08
39,0.74,1.66727e-07
39.75,0.74,3.05312e-07
40.5,0.74,5.47479e-07
41.25,0.74,9.62176e-07
42,0.74,1.65868e-06
42.75,0.74,2.80694e-06
43.5,0.74,4.66648e-06
44.25,0.74,7.62671e-06
45,0.74,1.22623e-05
45.75,0.74,1.94075e-05
46.5,0.74,3.02552e-05
47.25,0.74,4.64849e-05
48,0.74,7.04287e-05
48.75,0.74,0.000105279
49.5,0.74,0.000155349
50.25,0.74,0.000226391
51,0.74,0.000325983
51.75,0.74,0.000463986
52.5,0.74,0.000653089
53.25,0.74,0.000909439
54,0.74,0.00125335
54.75,0.74,0.00171015
55.5,0.74,0.00231104
56.25,0.74,0.00309413
57,0.74,0.00410553
57.75,0.74,0.00540052
58.5,0.74,0.00704472
59.25,0.74,0.00911549
60,0.74,0.0117031
60.75,0.74,0.0149123
61.5,0.74,0.0188632
62.25,0.74,0.023693
63,0.74,0.0295571
63.75,0.74,0.0366301
64.5,0.74,0.0451066
65.25,0.74,0.0552025
66,0.74,0.0671554
66.75,0.74,0.0812252
67.5,0.74,0.097694
68.25,0.74,0.116866
69,0.74,0.139069
69.75,0.74,0.164651
70.5,0.74,0.193981
71.25,0.74,0.227448
72,0.74,0.26546
72.75,0.74,0.308439
73.5,0.74,0.356826
74.25,0.74,0.411072
75,0.74,0.471639
75.75,0.74,0.538997
76.5,0.74,0.613622
77.25,0.74,0.695991
78,0.74,0.786582
78.75,0.74,0.885871
79.5,0.74,0.994325
80.25,0.74,1.1124
81,0.74,1.24056
81.75,0.74,1.37922
82.5,0.74,1.5288
83.25,0.74,1.6897
84,0.74,1.8623
84.75,0.74,2.04694
85.5,0.74,2.24395
86.25,0.74,2.45363
87,0.74,2.67625
87.75,0.74,2.91203
88.5,0.74,3.1612
89.25,0.74,3.42392
90,0.74,3.70034
90.75,0.74,3.99056
91.5,0.74,4.29467
92.25,0.74,4.61271
93,0.74,4.94468
93.75,0.74,5.29058
94.5,0.74,5.65036
95.25,0.74,6.02393
96,0.74,6.41119
96.75,0.74,6.81202
97.5,0.74,7.22624
98.25,0.74,7.65369
99,0.74,8.09416
99.75,0.74,8.54742
100.5,0.74,9.01323
101.25,0.74,9.49133
102,0.74,9.98144
102.75,0.74,10.4833
103.5,0.74,10.9966
104.25,0.74,11.5209
105,0.74,12.0561
105.75,0.74,12.6018
106.5,0.74,13.1576
107.25,0.74,13.7232
108,0.74,14.2982
108.75,0.74,14.8824
109.5,0.74,15.4754
110.25,0.74,16.0768
111,0.74,16.6864
111.75,0.74,17.3037
112.5,0.74,17.9285
113.25,0.74,18.5604
114,0.74,19.1991
114.75,0.74,19.8443
115.5,0.74,20.4957
116.25,0.74,21.1531
117,0.74,21.816
117.75,0.74,22.4843
118.5,0.74,23.1576
119.25,0.74,23.8357
120,0.74,24.5184
120.75,0.74,25.2054
121.5,0.74,25.8964
122.25,0.74,26.5912
123,0.74,27.2897
123.75,0.74,27.9916
124.5,0.74,28.6967
125.25,0.74,29.4048
126,0.74,30.1158
126.75,0.74,30.8294
127.5,0.74,31.5455
128.25,0.74,32.2639
129,0.74,32.9846
129.75,0.74,33.7072
130.5,0.74,34.4318
131.25,0.74,35.1582
132,0.74,35.8862
132.75,0.74,36.6158
133.5,0.74,37.3468
134.25,0.74,38.0791
135,0.74,38.8127
135.75,0.74,39.5474
136.5,0.74,40.2831
137.25,0.74,41.0198
138,0.74,41.7575
