S,tau,V
90.75,0.79,4.27204
91.5,0.79,4.58414
92.25,0.79,4.90978
93,0.79,5.24898
93.75,0.79,5.60168
94.5,0.79,5.96783
95.25,0.79,6.34734
96,0.79,6.7401
96.75,0.79,7.14596
97.5,0.79,7.56476
98.25,0.79,7.99634
99,0.79,8.44047
99.75,0.79,8.89696
100.5,0.79,9.36555
101.25,0.79,9.846
102,0.79,10.3381
102.75,0.79,10.8414
103.5,0.79,11.3558
104.25,0.79,11.881
105,0.79,12.4165
105.75,0.79,12.9622
106.5,0.79,13.5178
107.25,0.79,14.0828
108,0.79,14.657
108.75,0.79,15.24
109.5,0.79,15.8316
110.25,0.79,16.4315
111,0.79,17.0392
111.75,0.79,17.6545
112.5,0.79,18.2772
113.25,0.79,18.9068
114,0.79,19.543
114.75,0.79,20.1857
115.5,0.79,20.8345
116.25,0.79,21.4891
117,0.79,22.1492
117.75,0.79,22.8146
118.5,0.79,23.4851
119.25,0.79,24.1603
120,0.79,24.84
120.75,0.79,25.5241
121.5,0.79,26.2122
122.25,0.79,26.9041
123,0.79,27.5997
123.75,0.79,28.2987
124.5,0.79,29.001
125.25,0.79,29.7063
126,0.79,30.4146
126.75,0.79,31.1255
127.5,0.79,31.839
128.25,0.79,32.5548
129,0.79,33.2729
129.75,0.79,33.9932
130.5,0.79,34.7154
131.25,0.79,35.4394
132,0.79,36.1652
132.75,0.79,36.8925
133.5,0.79,37.6214
134.25,0.79,38.3517
135,0.79,39.0832
135.75,0.79,39.816
136.5,0.79,40.5499
137.25,0.79,41.2848
138,0.79,42.0206
138.75,0.79,42.7574
139.5,0.79,43.4949
140.25,0.79,44.2332
141,0.79,44.9722
141.75,0.79,45.7117
142.5,0.79,46.4519
143.25,0.79,47.1925
144,0.79,47.9336
144.75,0.79,48.675
145.5,0.79,49.4169
146.25,0.79,50.159
147,0.79,50.9014
147.75,0.79,51.6441
148.5,0.79,52.3869
149.25,0.79,53.1299
150,0.79,53.873
0,0.785,0
0.75,0.785,7.09183e-56
1.5,0.785,1.39975e-52
2.25,0.785,9.38924e-50
3,0.785,3.15386e-47
3.75,0.785,6.32122e-45
4.5,0.785,8.37208e-43
5.25,0.785,7.83785e-41
6,0.785,5.44197e-39
6.75,0.785,2.90536e-37
7.5,0.785,1.22687e-35
8.25,0.785,4.19229e-34
9,0.785,1.18121e-32
9.75,0.785,2.78818e-31
10.5,0.785,5.58899e-30
11.25,0.785,9.62731e-29
12,0.785,1.43997e-27
12.75,0.785,1.88759e-26
13.5,0.785,2.18662e-25
14.25,0.785,2.2554e-24
15,0.785,2.08565e-23
15.75,0.785,1.74004e-22
16.5,0.785,1.31734e-21
17.25,0.785,9.09898e-21
18,0.785,5.76251e-20
18.75,0.785,3.36185e-19
19.5,0.785,1.81461e-18
20.25,0.785,9.09913e-18
21,0.785,4.2549e-17
21.75,0.785,1.86216e-16
22.5,0.785,7.65336e-16
23.25,0.785,2.96334e-15
24,0.785,1.0842e-14
24.75,0.785,3.75901e-14
25.5,0.785,1.23832e-13
26.25,0.785,3.88581e-13
27,0.785,1.16429e-12
27.75,0.785,3.33847e-12
28.5,0.785,9.18048e-12
29.25,0.785,2.42599e-11
30,0.785,6.17222e-11
30.75,0.785,1.51462e-10
31.5,0.785,3.59099e-10
32.25,0.785,8.23887e-10
33,0.785,1.83199e-09
33.75,0.785,3.95372e-09
34.5,0.785,8.29284e-09
35.25,0.785,1.69268e-08
36,0.785,3.36625e-08
36.75,0.785,6.53009e-08
37.5,0.785,1.23699e-07
38.25,0.785,2.29054e-07
39,0.785,4.15008e-07
39.75,0.785,7.36422e-07
40.5,0.785,1.28094e-06
41.25,0.785,2.1859e-06
42,0.785,3.66245e-06
42.75,0.785,6.02948e-06
43.5,0.785,9.76037e-06
44.25,0.785,1.55463e-05
45,0.785,2.43803e-05
45.75,0.785,3.76682e-05
46.5,0.785,5.73699e-05
47.25,0.785,8.6181e-05
48,0.785,0.000127757
48.75,0.785,0.000186994
49.5,0.785,0.000270362
50.25,0.785,0.000386314
51,0.785,0.00054576
51.75,0.785,0.000762627
52.5,0.785,0.0010545
53.25,0.785,0.00144334
54,0.785,0.00195631
54.75,0.785,0.00262667
55.5,0.785,0.00349477
56.25,0.785,0.0046091
57,0.785,0.00602742
57.75,0.785,0.00781791
58.5,0.785,0.0100604
59.25,0.785,0.0128478
60,0.785,0.0162868
60.75,0.785,0.0204998
61.5,0.785,0.0256255
62.25,0.785,0.0318202
63,0.785,0.0392588
63.75,0.785,0.0481358
64.5,0.785,0.0586657
65.25,0.785,0.0710836
66,0.785,0.0856459
66.75,0.785,0.10263
67.5,0.785,0.122335
68.25,0.785,0.145079
69,0.785,0.171202
69.75,0.785,0.201063
70.5,0.785,0.235038
71.25,0.785,0.273522
72,0.785,0.316923
72.75,0.785,0.365665
73.5,0.785,0.420181
74.25,0.785,0.480916
75,0.785,0.548319
75.75,0.785,0.622847
76.5,0.785,0.704956
77.25,0.785,0.795103
78,0.785,0.893743
78.75,0.785,1.00132
79.5,0.785,1.11828
80.25,0.785,1.24505
81,0.785,1.38203
81.75,0.785,1.52964
82.5,0.785,1.68825
83.25,0.785,1.85822
84,0.785,2.03989
84.75,0.785,2.23356
85.5,0.785,2.43954
86.25,0.785,2.65808
87,0.785,2.88941
87.75,0.785,3.13374
88.5,0.785,3.39123
89.25,0.785,3.66205
90,0.785,3.94629
90.75,0.785,4.24404
91.5,0.785,4.55536
92.25,0.785,4.88027
93,0.785,5.21877
93.75,0.785,5.57081
94.5,0.785,5.93634
95.25,0.785,6.31528
96,0.785,6.7075
96.75,0.785,7.11287
97.5,0.785,7.53123
98.25,0.785,7.9624
99,0.785,8.40618
99.75,0.785,8.86234
100.5,0.785,9.33066
101.25,0.785,9.81088
102,0.785,10.3027
102.75,0.785,10.806
103.5,0.785,11.3202
104.25,0.785,11.8453
105,0.785,12.3808
105.75,0.785,12.9265
106.5,0.785,13.4821
107.25,0.785,14.0471
108,0.785,14.6214
108.75,0.785,15.2046
109.5,0.785,15.7963
110.25,0.785,16.3963
111,0.785,17.0042
111.75,0.785,17.6197
112.5,0.785,18.2425
113.25,0.785,18.8723
114,0.785,19.5088
114.75,0.785,20.1518
115.5,0.785,20.8008
116.25,0.785,21.4556
117,0.785,22.116
117.75,0.785,22.7817
118.5,0.785,23.4524
119.25,0.785,24.1279
120,0.785,24.808
120.75,0.785,25.4923
121.5,0.785,26.1807
122.25,0.785,26.8729
123,0.785,27.5688
123.75,0.785,28.2681
124.5,0.785,28.9706
125.25,0.785,29.6762
126,0.785,30.3847
126.75,0.785,31.0959
127.5,0.785,31.8096
128.25,0.785,32.5257
129,0.785,33.2441
129.75,0.785,33.9646
130.5,0.785,34.687
131.25,0.785,35.4113
132,0.785,36.1373
132.75,0.785,36.8648
133.5,0.785,37.5939
134.25,0.785,38.3244
135,0.785,39.0561
135.75,0.785,39.7891
136.5,0.785,40.5232
137.25,0.785,41.2583
138,0.785,41.9943
138.75,0.785,42.7312
139.5,0.785,43.4689
140.25,0.785,44.2074
141,0.785,44.9465
141.75,0.785,45.6862
142.5,0.785,46.4265
143.25,0.785,47.1673
144,0.785,47.9085
144.75,0.785,48.6501
145.5,0.785,49.3921
146.25,0.785,50.1344
147,0.785,50.8769
147.75,0.785,51.6197
148.5,0.785,52.3626
149.25,0.785,53.1057
150,0.785,53.849
0,0.78,0
0.75,0.78,4.54165e-56
1.5,0.78,9.04255e-53
2.25,0.78,6.11894e-50
3,0.78,2.07353e-47
3.75,0.78,4.19283e-45
4.5,0.78,5.60257e-43
5.25,0.78,5.29186e-41
6,0.78,3.70705e-39
6.75,0.78,1.99681e-37
7.5,0.78,8.50738e-36
8.25,0.78,2.93292e-34
9,0.78,8.33716e-33
9.75,0.78,1.98535e-31
10.5,0.78,4.01472e-30
11.25,0.78,6.97601e-29
12,0.78,1.05247e-27
12.75,0.78,1.39148e-26
13.5,0.78,1.62563e-25
14.25,0.78,1.69087e-24
15,0.78,1.57658e-23
15.75,0.78,1.32608e-22
16.5,0.78,1.01203e-21
17.25,0.78,7.04548e-21
18,0.78,4.49668e-20
18.75,0.78,2.64336e-19
19.5,0.78,1.43745e-18
20.25,0.78,7.26059e-18
21,0.78,3.41942e-17
21.75,0.78,1.50695e-16
22.5,0.78,6.23562e-16
23.25,0.78,2.43041e-15
24,0.78,8.94966e-15
24.75,0.78,3.12242e-14
25.5,0.78,1.03489e-13
26.25,0.78,3.26677e-13
27,0.78,9.84457e-13
27.75,0.78,2.83863e-12
28.5,0.78,7.84839e-12
29.25,0.78,2.08491e-11
30,0.78,5.33154e-11
30.75,0.78,1.3148e-10
31.5,0.78,3.13219e-10
32.25,0.78,7.21961e-10
33,0.78,1.61257e-09
33.75,0.78,3.49532e-09
34.5,0.78,7.36224e-09
35.25,0.78,1.50885e-08
36,0.78,3.01251e-08
36.75,0.78,5.86618e-08
37.5,0.78,1.11533e-07
38.25,0.78,2.07263e-07
39,0.78,3.76822e-07
39.75,0.78,6.70894e-07
40.5,0.78,1.17073e-06
41.25,0.78,2.00406e-06
42,0.78,3.36791e-06
42.75,0.78,5.56077e-06
43.5,0.78,9.02703e-06
44.25,0.78,1.44174e-05
45,0.78,2.26697e-05
45.75,0.78,3.51146e-05
46.5,0.78,5.36126e-05
47.25,0.78,8.07288e-05
48,0.78,0.000119951
48.75,0.78,0.000175959
49.5,0.78,0.000254956
50.25,0.78,0.000365059
51,0.78,0.000516772
51.75,0.78,0.000723527
52.5,0.78,0.00100232
53.25,0.78,0.00137441
54,0.78,0.00186616
54.75,0.78,0.0025099
55.5,0.78,0.00334491
56.25,0.78,0.00441847
57,0.78,0.005787
57.75,0.78,0.00751722
58.5,0.78,0.0096874
59.25,0.78,0.0123886
60,0.78,0.0157257
60.75,0.78,0.0198192
61.5,0.78,0.0248058
62.25,0.78,0.0308396
63,0.78,0.0380935
63.75,0.78,0.0467598
64.5,0.78,0.0570509
65.25,0.78,0.0691999
66,0.78,0.0834612
66.75,0.78,0.10011
67.5,0.78,0.119445
68.25,0.78,0.141781
69,0.78,0.167459
69.75,0.78,0.196835
70.5,0.78,0.230285
71.25,0.78,0.268204
72,0.78,0.311
72.75,0.78,0.359097
73.5,0.78,0.412929
74.25,0.78,0.472941
75,0.78,0.539584
75.75,0.78,0.613317
76.5,0.78,0.694598
77.25,0.78,0.783887
78,0.78,0.88164
78.75,0.78,0.988307
79.5,0.78,1.10433
80.25,0.78,1.23015
81,0.78,1.36617
81.75,0.78,1.5128
82.5,0.78,1.67042
83.25,0.78,1.8394
84,0.78,2.02008
84.75,0.78,2.21278
85.5,0.78,2.41778
86.25,0.78,2.63536
87,0.78,2.86574
87.75,0.78,3.10915
88.5,0.78,3.36574
89.25,0.78,3.63568
90,0.78,3.91907
90.75,0.78,4.21601
91.5,0.78,4.52655
92.25,0.78,4.85072
93,0.78,5.18851
93.75,0.78,5.53989
94.5,0.78,5.9048
95.25,0.78,6.28315
96,0.78,6.67484
96.75,0.78,7.07971
97.5,0.78,7.49763
98.25,0.78,7.92839
99,0.78,8.37181
99.75,0.78,8.82766
100.5,0.78,9.2957
101.25,0.78,9.77569
102,0.78,10.2674
102.75,0.78,10.7704
103.5,0.78,11.2846
104.25,0.78,11.8096
105,0.78,12.3451
105.75,0.78,12.8907
106.5,0.78,13.4463
107.25,0.78,14.0114
108,0.78,14.5858
108.75,0.78,15.169
109.5,0.78,15.7609
110.25,0.78,16.361
111,0.78,16.9691
111.75,0.78,17.5848
112.5,0.78,18.2078
113.25,0.78,18.8379
114,0.78,19.4746
114.75,0.78,20.1178
115.5,0.78,20.767
116.25,0.78,21.4222
117,0.78,22.0828
117.75,0.78,22.7488
118.5,0.78,23.4198
119.25,0.78,24.0956
120,0.78,24.7759
120.75,0.78,25.4605
121.5,0.78,26.1491
122.25,0.78,26.8417
123,0.78,27.5378
123.75,0.78,28.2374
124.5,0.78,28.9402
125.25,0.78,29.6461
126,0.78,30.3548
126.75,0.78,31.0663
127.5,0.78,31.7803
128.25,0.78,32.4967
129,0.78,33.2153
129.75,0.78,33.936
130.5,0.78,34.6586
131.25,0.78,35.3831
132,0.78,36.1093
132.75,0.78,36.8372
133.5,0.78,37.5664
134.25,0.78,38.2971
135,0.78,39.0291
135.75,0.78,39.7622
136.5,0.78,40.4965
137.25,0.78,41.2318
138,0.78,41.968
138.75,0.78,42.7051
139.5,0.78,43.4429
140.25,0.78,44.1816
141,0.78,44.9208
141.75,0.78,45.6607
142.5,0.78,46.4011
143.25,0.78,47.142
144,0.78,47.8834
144.75,0.78,48.6252
145.5,0.78,49.3673
146.25,0.78,50.1097
147,0.78,50.8524
147.75,0.78,51.5953
148.5,0.78,52.3383
149.25,0.78,53.0816
150,0.78,53.8249
0,0.775,0
0.75,0.775,2.89713e-56
1.5,0.775,5.81906e-53
2.25,0.775,3.97251e-50
3,0.775,1.35814e-47
3.75,0.775,2.77077e-45
4.5,0.775,3.73553e-43
5.25,0.775,3.56002e-41
6,0.775,2.51627e-39
6.75,0.775,1.36757e-37
7.5,0.775,5.87886e-36
8.25,0.775,2.04491e-34
9,0.775,5.86485e-33
9.75,0.775,1.40904e-31
10.5,0.775,2.87457e-30
11.25,0.775,5.03883e-29
12,0.775,7.66843e-28
12.75,0.775,1.02263e-26
13.5,0.775,1.20494e-25
14.25,0.775,1.2639e-24
15,0.775,1.18832e-23
15.75,0.775,1.00775e-22
16.5,0.775,7.75322e-22
17.25,0.775,5.44065e-21
18,0.775,3.49962e-20
18.75,0.775,2.07305e-19
19.5,0.775,1.13581e-18
20.25,0.775,5.77926e-18
21,0.775,2.74139e-17
21.75,0.775,1.21664e-16
22.5,0.775,5.06891e-16
23.25,0.775,1.9889e-15
24,0.775,7.3716e-15
24.75,0.775,2.58818e-14
25.5,0.775,8.6312e-14
26.25,0.775,2.74089e-13
27,0.775,8.30795e-13
27.75,0.775,2.40911e-12
28.5,0.775,6.6974e-12
29.25,0.775,1.78862e-11
30,0.775,4.59749e-11
30.75,0.775,1.13945e-10
31.5,0.775,2.72762e-10
32.25,0.775,6.31662e-10
33,0.775,1.41729e-09
33.75,0.775,3.08557e-09
34.5,0.775,6.52686e-09
35.25,0.775,1.34316e-08
36,0.775,2.6924e-08
36.75,0.775,5.26306e-08
37.5,0.775,1.00439e-07
38.25,0.775,1.87321e-07
39,0.775,3.41757e-07
39.75,0.775,6.10519e-07
40.5,0.775,1.06886e-06
41.25,0.775,1.83545e-06
42,0.775,3.09397e-06
42.75,0.775,5.12355e-06
43.5,0.775,8.34104e-06
44.25,0.775,1.33586e-05
45,0.775,2.10609e-05
45.75,0.775,3.27068e-05
46.5,0.775,5.00611e-05
47.25,0.775,7.5563e-05
48,0.775,0.000112537
48.75,0.775,0.000165456
49.5,0.775,0.000240261
50.25,0.775,0.000344744
51,0.775,0.00048901
51.75,0.775,0.000686007
52.5,0.775,0.000952151
53.25,0.775,0.00130803
54,0.775,0.0017792
54.75,0.775,0.00239706
55.5,0.775,0.00319984
56.25,0.775,0.00423365
57,0.775,0.00555356
57.75,0.775,0.00722485
58.5,0.775,0.00932416
59.25,0.775,0.0119408
60,0.775,0.0151779
60.75,0.775,0.019154
61.5,0.775,0.0240035
62.25,0.775,0.0298788
63,0.775,0.0369504
63.75,0.775,0.0454085
64.5,0.775,0.0554634
65.25,0.775,0.0673462
66,0.775,0.0813092
66.75,0.775,0.0976263
67.5,0.775,0.116593
68.25,0.775,0.138524
69,0.775,0.163758
69.75,0.775,0.192652
70.5,0.775,0.22558
71.25,0.775,0.262936
72,0.775,0.305128
72.75,0.775,0.352581
73.5,0.775,0.405729
74.25,0.775,0.465018
75,0.775,0.530902
75.75,0.775,0.603839
76.5,0.775,0.684291
77.25,0.775,0.77272
78,0.775,0.869584
78.75,0.775,0.975338
79.5,0.775,1.09043
80.25,0.775,1.21529
81,0.775,1.35034
81.75,0.775,1.49598
82.5,0.775,1.65262
83.25,0.775,1.82061
84,0.775,2.00029
84.75,0.775,2.192
85.5,0.775,2.39603
86.25,0.775,2.61264
87,0.775,2.84207
87.75,0.775,3.08454
88.5,0.775,3.34023
89.25,0.775,3.60929
90,0.775,3.89183
90.75,0.775,4.18795
91.5,0.775,4.49771
92.25,0.775,4.82112
93,0.775,5.1582
93.75,0.775,5.50891
94.5,0.775,5.8732
95.25,0.775,6.25097
96,0.775,6.64211
96.75,0.775,7.04649
97.5,0.775,7.46395
98.25,0.775,7.89431
99,0.775,8.33737
99.75,0.775,8.7929
100.5,0.775,9.26066
101.25,0.775,9.74042
102,0.775,10.2319
102.75,0.775,10.7348
103.5,0.775,11.2489
104.25,0.775,11.7738
105,0.775,12.3092
105.75,0.775,12.8549
106.5,0.775,13.4105
107.25,0.775,13.9756
108,0.775,14.5501
108.75,0.775,15.1334
109.5,0.775,15.7254
110.25,0.775,16.3257
111,0.775,16.934
111.75,0.775,17.5499
112.5,0.775,18.1731
113.25,0.775,18.8033
114,0.775,19.4403
114.75,0.775,20.0837
115.5,0.775,20.7333
116.25,0.775,21.3886
117,0.775,22.0496
117.75,0.775,22.7158
118.5,0.775,23.3871
119.25,0.775,24.0632
120,0.775,24.7438
120.75,0.775,25.4286
121.5,0.775,26.1176
122.25,0.775,26.8104
123,0.775,27.5068
123.75,0.775,28.2067
124.5,0.775,28.9098
125.25,0.775,29.616
126,0.775,30.325
126.75,0.775,31.0367
127.5,0.775,31.7509
128.25,0.775,32.4676
129,0.775,33.1864
129.75,0.775,33.9074
130.5,0.775,34.6303
131.25,0.775,35.355
132,0.775,36.0814
132.75,0.775,36.8095
133.5,0.775,37.539
134.25,0.775,38.2698
135,0.775,39.002
135.75,0.775,39.7354
136.5,0.775,40.4698
137.25,0.775,41.2053
138,0.775,41.9417
138.75,0.775,42.6789
139.5,0.775,43.417
140.25,0.775,44.1557
141,0.775,44.8952
141.75,0.775,45.6352
142.5,0.775,46.3758
143.25,0.775,47.1168
144,0.775,47.8583
144.75,0.775,48.6002
145.5,0.775,49.3425
146.25,0.775,50.085
147,0.775,50.8278
147.75,0.775,51.5708
148.5,0.775,52.3141
149.25,0.775,53.0574
150,0.775,53.8009
0,0.77,0
0.75,0.77,1.84076e-56
1.5,0.77,3.73001e-53
2.25,0.77,2.56905e-50
3,0.77,8.86174e-48
3.75,0.77,1.82413e-45
4.5,0.77,2.48143e-43
5.25,0.77,2.38619e-41
6,0.77,1.70184e-39
6.75,0.77,9.33296e-38
7.5,0.77,4.04827e-36
8.25,0.77,1.42085e-34
9,0.77,4.1117e-33
9.75,0.77,9.96695e-32
10.5,0.77,2.05147e-30
11.25,0.77,3.62786e-29
12,0.77,5.56965e-28
12.75,0.77,7.49214e-27
13.5,0.77,8.90396e-26
14.25,0.77,9.41928e-25
15,0.77,8.93054e-24
15.75,0.77,7.63634e-23
16.5,0.77,5.92311e-22
17.25,0.77,4.18982e-21
18,0.77,2.71632e-20
18.75,0.77,1.62152e-19
19.5,0.77,8.9516e-19
20.25,0.77,4.58863e-18
21,0.77,2.19243e-17
21.75,0.77,9.79918e-17
22.5,0.77,4.11094e-16
23.25,0.77,1.62391e-15
24,0.77,6.05844e-15
24.75,0.77,2.14075e-14
25.5,0.77,7.1836e-14
26.25,0.77,2.29502e-13
27,0.77,6.99742e-13
27.75,0.77,2.04068e-12
28.5,0.77,5.70464e-12
29.25,0.77,1.53169e-11
30,0.77,3.95762e-11
30.75,0.77,9.85826e-11
31.5,0.77,2.37144e-10
32.25,0.77,5.51783e-10
33,0.77,1.24376e-09
33.75,0.77,2.71982e-09
34.5,0.77,5.77798e-09
35.25,0.77,1.19401e-08
36,0.77,2.40307e-08
36.75,0.77,4.71583e-08
37.5,0.77,9.0336e-08
38.25,0.77,1.69094e-07
39,0.77,3.09592e-07
39.75,0.77,5.54949e-07
40.5,0.77,9.74779e-07
41.25,0.77,1.67925e-06
42,0.77,2.83943e-06
42.75,0.77,4.71608e-06
43.5,0.77,7.69988e-06
44.25,0.77,1.23662e-05
45,0.77,1.9549e-05
45.75,0.77,3.04383e-05
46.5,0.77,4.67067e-05
47.25,0.77,7.0672e-05
48,0.77,0.000105502
48.75,0.77,0.000155467
49.5,0.77,0.000226254
50.25,0.77,0.000325339
51,0.77,0.000462437
51.75,0.77,0.000650024
52.5,0.77,0.00090395
53.25,0.77,0.00124413
54,0.77,0.00169533
54.75,0.77,0.00228805
55.5,0.77,0.00305948
56.25,0.77,0.00405454
57,0.77,0.005327
57.75,0.77,0.00694066
58.5,0.77,0.00897058
59.25,0.77,0.0115043
60,0.77,0.0146433
60.75,0.77,0.0185038
61.5,0.77,0.0232185
62.25,0.77,0.0289375
63,0.77,0.0358293
63.75,0.77,0.0440817
64.5,0.77,0.0539031
65.25,0.77,0.0655223
66,0.77,0.0791898
66.75,0.77,0.0951774
67.5,0.77,0.113779
68.25,0.77,0.135308
69,0.77,0.160101
69.75,0.77,0.188514
70.5,0.77,0.220922
71.25,0.77,0.257716
72,0.77,0.299306
72.75,0.77,0.346116
73.5,0.77,0.398581
74.25,0.77,0.457148
75,0.77,0.522272
75.75,0.77,0.594414
76.5,0.77,0.674036
77.25,0.77,0.761603
78,0.77,0.857577
78.75,0.77,0.962414
79.5,0.77,1.07656
80.25,0.77,1.20046
81,0.77,1.33454
81.75,0.77,1.4792
82.5,0.77,1.63484
83.25,0.77,1.80183
84,0.77,1.98053
84.75,0.77,2.17124
85.5,0.77,2.37428
86.25,0.77,2.58992
87,0.77,2.8184
87.75,0.77,3.05993
88.5,0.77,3.31471
89.25,0.77,3.58287
90,0.77,3.86456
90.75,0.77,4.15985
91.5,0.77,4.46882
92.25,0.77,4.79148
93,0.77,5.12785
93.75,0.77,5.47789
94.5,0.77,5.84154
95.25,0.77,6.21872
96,0.77,6.60932
96.75,0.77,7.0132
97.5,0.77,7.43021
98.25,0.77,7.86016
99,0.77,8.30285
99.75,0.77,8.75806
100.5,0.77,9.22555
101.25,0.77,9.70507
102,0.77,10.1963
102.75,0.77,10.6991
103.5,0.77,11.213
104.25,0.77,11.7379
105,0.77,12.2733
105.75,0.77,12.8189
106.5,0.77,13.3745
107.25,0.77,13.9398
108,0.77,14.5143
108.75,0.77,15.0978
109.5,0.77,15.6899
110.25,0.77,16.2903
111,0.77,16.8988
111.75,0.77,17.5148
112.5,0.77,18.1383
113.25,0.77,18.7688
114,0.77,19.406
114.75,0.77,20.0496
115.5,0.77,20.6994
116.25,0.77,21.3551
117,0.77,22.0163
117.75,0.77,22.6828
118.5,0.77,23.3544
119.25,0.77,24.0307
120,0.77,24.7116
120.75,0.77,25.3968
121.5,0.77,26.086
122.25,0.77,26.7791
123,0.77,27.4759
123.75,0.77,28.176
124.5,0.77,28.8794
125.25,0.77,29.5858
126,0.77,30.2951
126.75,0.77,31.0071
127.5,0.77,31.7216
128.25,0.77,32.4385
129,0.77,33.1576
129.75,0.77,33.8788
130.5,0.77,34.6019
131.25,0.77,35.3269
132,0.77,36.0535
132.75,0.77,36.7818
133.5,0.77,37.5115
134.25,0.77,38.2426
135,0.77,38.9749
135.75,0.77,39.7085
136.5,0.77,40.4431
137.25,0.77,41.1788
138,0.77,41.9153
138.75,0.77,42.6528
139.5,0.77,43.391
140.25,0.77,44.1299
141,0.77,44.8695
141.75,0.77,45.6097
142.5,0.77,46.3504
143.25,0.77,47.0916
144,0.77,47.8333
144.75,0.77,48.5753
145.5,0.77,49.3177
146.25,0.77,50.0603
147,0.77,50.8033
147.75,0.77,51.5464
148.5,0.77,52.2898
149.25,0.77,53.0332
150,0.77,53.7768
0,0.765,0
0.75,0.765,1.16486e-56
1.5,0.765,2.38143e-53
2.25,0.765,1.6549e-50
3,0.765,5.75983e-48
3.75,0.765,1.19633e-45
4.5,0.765,1.64216e-43
5.25,0.765,1.59347e-41
6,0.765,1.1468e-39
6.75,0.765,6.34631e-38
7.5,0.765,2.7778e-36
8.25,0.765,9.83796e-35
9,0.765,2.8727e-33
9.75,0.765,7.02633e-32
10.5,0.765,1.45918e-30
11.25,0.765,2.60345e-29
12,0.765,4.0323e-28
12.75,0.765,5.4717e-27
13.5,0.765,6.55925e-26
14.25,0.765,6.99843e-25
15,0.765,6.69155e-24
15.75,0.765,5.76965e-23
16.5,0.765,4.51207e-22
17.25,0.765,3.21754e-21
18,0.765,2.10258e-20
18.75,0.765,1.26494e-19
19.5,0.765,7.03658e-19
20.25,0.765,3.63401e-18
21,0.765,1.74905e-17
21.75,0.765,7.87343e-17
22.5,0.765,3.32614e-16
23.25,0.765,1.32286e-15
24,0.765,4.96807e-15
24.75,0.765,1.76683e-14
25.5,0.765,5.96615e-14
26.25,0.765,1.91773e-13
27,0.765,5.88185e-13
27.75,0.765,1.72525e-12
28.5,0.765,4.84989e-12
29.25,0.765,1.30927e-11
30,0.765,3.40078e-11
30.75,0.765,8.51449e-11
31.5,0.765,2.05834e-10
32.25,0.765,4.8123e-10
33,0.765,1.08977e-09
33.75,0.765,2.3938e-09
34.5,0.765,5.10756e-09
35.25,0.765,1.05992e-08
36,0.765,2.1419e-08
36.75,0.765,4.21991e-08
37.5,0.765,8.11452e-08
38.25,0.765,1.52452e-07
39,0.765,2.8012e-07
39.75,0.765,5.03857e-07
40.5,0.765,8.87996e-07
41.25,0.765,1.5347e-06
42,0.765,2.60312e-06
42.75,0.765,4.33668e-06
43.5,0.765,7.10116e-06
44.25,0.765,1.14369e-05
45,0.765,1.81294e-05
45.75,0.765,2.83026e-05
46.5,0.765,4.35406e-05
47.25,0.765,6.60444e-05
48,0.765,9.88293e-05
48.75,0.765,0.000145971
49.5,0.765,0.00021291
50.25,0.765,0.000306814
51,0.765,0.000437017
51.75,0.765,0.000615534
52.5,0.765,0.00085766
53.25,0.765,0.00118265
54,0.765,0.0016145
54.75,0.765,0.00218281
55.5,0.765,0.00292374
56.25,0.765,0.00388105
57,0.765,0.0051072
57.75,0.765,0.00666454
58.5,0.765,0.00862654
59.25,0.765,0.0110791
60,0.765,0.0141216
60.75,0.765,0.0178686
61.5,0.765,0.0224507
62.25,0.765,0.0280157
63,0.765,0.03473
63.75,0.765,0.0427794
64.5,0.765,0.0523699
65.25,0.765,0.0637283
66,0.765,0.0771029
66.75,0.765,0.0927638
67.5,0.765,0.111003
68.25,0.765,0.132132
69,0.765,0.156488
69.75,0.765,0.184423
70.5,0.765,0.216311
71.25,0.765,0.252546
72,0.765,0.293536
72.75,0.765,0.339704
73.5,0.765,0.391487
74.25,0.765,0.449332
75,0.765,0.513697
75.75,0.765,0.585042
76.5,0.765,0.663833
77.25,0.765,0.750538
78,0.765,0.845619
78.75,0.765,0.949537
79.5,0.765,1.06274
80.25,0.765,1.18568
81,0.765,1.31878
81.75,0.765,1.46245
82.5,0.765,1.6171
83.25,0.765,1.78309
84,0.765,1.96077
84.75,0.765,2.15049
85.5,0.765,2.35254
86.25,0.765,2.5672
87,0.765,2.79472
87.75,0.765,3.03531
88.5,0.765,3.28916
89.25,0.765,3.55644
90,0.765,3.83726
90.75,0.765,4.13172
91.5,0.765,4.43989
92.25,0.765,4.7618
93,0.765,5.09745
93.75,0.765,5.44681
94.5,0.765,5.80982
95.25,0.765,6.18641
96,0.765,6.57646
96.75,0.765,6.97985
97.5,0.765,7.3964
98.25,0.765,7.82593
99,0.765,8.26826
99.75,0.765,8.72315
100.5,0.765,9.19036
101.25,0.765,9.66964
102,0.765,10.1607
102.75,0.765,10.6633
103.5,0.765,11.1772
104.25,0.765,11.7019
105,0.765,12.2373
105.75,0.765,12.7829
106.5,0.765,13.3386
107.25,0.765,13.9039
108,0.765,14.4785
108.75,0.765,15.062
109.5,0.765,15.6543
110.25,0.765,16.2549
111,0.765,16.8635
111.75,0.765,17.4798
112.5,0.765,18.1034
113.25,0.765,18.7342
114,0.765,19.3716
114.75,0.765,20.0155
